strategy	config	step_acc	agent_acc
attn_weights	q/10	1.0000	1.0000
attn_weights	q/11	1.0000	1.0000
attn_weights	q/12	1.0000	1.0000
attn_weights	q/13	1.0000	1.0000
attn_weights	q/14	1.0000	1.0000
attn_weights	q/15	1.0000	1.0000
attn_weights	q/16	1.0000	1.0000
attn_weights	q/17	1.0000	1.0000
attn_weights	q/18	1.0000	1.0000
attn_weights	q/19	1.0000	1.0000
attn_weights	q/20	1.0000	1.0000
attn_weights	q/21	1.0000	1.0000
attn_weights	q/22	1.0000	1.0000
attn_weights	q/23	1.0000	1.0000
attn_weights	q/24	1.0000	1.0000
attn_weights	q/25	1.0000	1.0000
attn_weights	q/26	1.0000	1.0000
attn_weights	q/27	1.0000	1.0000
attn_weights	q/28	1.0000	1.0000
attn_weights	q/29	1.0000	1.0000
attn_weights	q/30	1.0000	1.0000
attn_weights	q/31	1.0000	1.0000
attn_weights	k/0	1.0000	1.0000
attn_weights	k/1	1.0000	1.0000
attn_weights	k/2	1.0000	1.0000
attn_weights	k/3	1.0000	1.0000
attn_weights	k/4	1.0000	1.0000
attn_weights	k/5	1.0000	1.0000
attn_weights	k/6	1.0000	1.0000
attn_weights	k/7	1.0000	1.0000
attn_weights	k/8	1.0000	1.0000
attn_weights	k/9	1.0000	1.0000
attn_weights	k/10	1.0000	1.0000
attn_weights	k/11	1.0000	1.0000
attn_weights	k/12	1.0000	1.0000
attn_weights	k/13	1.0000	1.0000
attn_weights	k/14	1.0000	1.0000
attn_weights	k/15	1.0000	1.0000
attn_weights	k/16	1.0000	1.0000
attn_weights	k/17	1.0000	1.0000
attn_weights	k/18	1.0000	1.0000
attn_weights	k/19	1.0000	1.0000
attn_weights	k/20	1.0000	1.0000
attn_weights	k/21	1.0000	1.0000
attn_weights	k/22	1.0000	1.0000
attn_weights	k/23	1.0000	1.0000
attn_weights	k/24	1.0000	1.0000
attn_weights	k/25	1.0000	1.0000
attn_weights	k/26	1.0000	1.0000
attn_weights	k/27	1.0000	1.0000
attn_weights	k/28	1.0000	1.0000
attn_weights	k/29	1.0000	1.0000
attn_weights	k/30	1.0000	1.0000
attn_weights	k/31	1.0000	1.0000
attn_weights	v/0	1.0000	1.0000
attn_weights	v/1	1.0000	1.0000
attn_weights	v/2	1.0000	1.0000
attn_weights	v/3	1.0000	1.0000
attn_weights	v/4	1.0000	1.0000
attn_weights	v/5	1.0000	1.0000
attn_weights	v/6	1.0000	1.0000
attn_weights	v/7	1.0000	1.0000
attn_weights	v/8	1.0000	1.0000
attn_weights	v/9	1.0000	1.0000
attn_weights	v/10	1.0000	1.0000
attn_weights	v/11	1.0000	1.0000
attn_weights	v/12	1.0000	1.0000
attn_weights	v/13	1.0000	1.0000
attn_weights	v/14	1.0000	1.0000
attn_weights	v/15	1.0000	1.0000
attn_weights	v/16	1.0000	1.0000
attn_weights	v/17	1.0000	1.0000
attn_weights	v/18	1.0000	1.0000
attn_weights	v/19	1.0000	1.0000
attn_weights	v/20	1.0000	1.0000
attn_weights	v/21	1.0000	1.0000
attn_weights	v/22	1.0000	1.0000
attn_weights	v/23	1.0000	1.0000
attn_weights	v/24	1.0000	1.0000
attn_weights	v/25	1.0000	1.0000
attn_weights	v/26	1.0000	1.0000
attn_weights	v/27	1.0000	1.0000
attn_weights	v/28	1.0000	1.0000
attn_weights	v/29	1.0000	1.0000
attn_weights	v/30	1.0000	1.0000
attn_weights	v/31	1.0000	1.0000
attn_weights	o/0	1.0000	1.0000
attn_weights	o/1	1.0000	1.0000
attn_weights	o/2	1.0000	1.0000
attn_weights	o/3	1.0000	1.0000
attn_weights	o/4	1.0000	1.0000
attn_weights	o/5	1.0000	1.0000
attn_weights	o/6	1.0000	1.0000
attn_weights	o/7	1.0000	1.0000
attn_weights	o/8	1.0000	1.0000
attn_weights	o/9	1.0000	1.0000
attn_weights	o/10	1.0000	1.0000
attn_weights	o/11	1.0000	1.0000
attn_weights	o/12	1.0000	1.0000
attn_weights	o/13	1.0000	1.0000
attn_weights	o/14	1.0000	1.0000
attn_weights	o/15	1.0000	1.0000
attn_weights	o/16	1.0000	1.0000
attn_weights	o/17	1.0000	1.0000
attn_weights	o/18	1.0000	1.0000
attn_weights	o/19	1.0000	1.0000
attn_weights	o/20	1.0000	1.0000
attn_weights	o/21	1.0000	1.0000
attn_weights	o/22	1.0000	1.0000
attn_weights	o/23	1.0000	1.0000
attn_weights	o/24	1.0000	1.0000
attn_weights	o/25	1.0000	1.0000
attn_weights	o/26	1.0000	1.0000
attn_weights	o/27	1.0000	1.0000
attn_weights	o/28	1.0000	1.0000
attn_weights	o/29	1.0000	1.0000
attn_weights	o/30	1.0000	1.0000
attn_weights	o/31	1.0000	1.0000
